Torch version: 1.5, 1.5.0
dataset = cityscapes
ignore_label = 255
num_classes = 19
cv split val 2 ['train/monchengladbach', 'train/strasbourg', 'train/stuttgart']
mode val found 655 images
cn num_classes 19
cv split train 2 ['val/munster', 'val/lindau', 'val/frankfurt', 'train/aachen', 'train/bochum', 'train/bremen', 'train/cologne', 'train/darmstadt', 'train/dusseldorf', 'train/erfurt', 'train/hamburg', 'train/hanover', 'train/jena', 'train/krefeld', 'train/tubingen', 'train/ulm', 'train/weimar', 'train/zurich']
mode train found 2820 images
cn num_classes 19
Loading centroid file /var/tmp/fastseg-training/assets/uniform_centroids/cityscapes_cv2_tile1024.json
Found 19 centroids
Class Uniform Percentage: 0.5
Class Uniform items per Epoch: 2820
cls 0 len 5541
cls 1 len 4897
cls 2 len 5357
cls 3 len 1268
cls 4 len 1537
cls 5 len 5398
cls 6 len 2703
cls 7 len 4610
cls 8 len 5185
cls 9 len 2407
cls 10 len 4436
cls 11 len 3530
cls 12 len 1329
cls 13 len 4864
cls 14 len 415
cls 15 len 398
cls 16 len 183
cls 17 len 551
cls 18 len 2272
Using Cross Entropy Loss
Trunk: mobilenetv3_small
Model params = 1.1M
Class Uniform Percentage: 0.5
Class Uniform items per Epoch: 2820
cls 0 len 5541
cls 1 len 4897
cls 2 len 5357
cls 3 len 1268
cls 4 len 1537
cls 5 len 5398
cls 6 len 2703
cls 7 len 4610
cls 8 len 5185
cls 9 len 2407
cls 10 len 4436
cls 11 len 3530
cls 12 len 1329
cls 13 len 4864
cls 14 len 415
cls 15 len 398
cls 16 len 183
cls 17 len 551
cls 18 len 2272
[epoch 0], [iter 1 / 176], [train main loss 6.299214], [lr 0.010000] [batchtime 0]
[epoch 77], [iter 154 / 176], [train main loss -1.842606], [lr 0.005600] [batchtime 0.424]
[epoch 77], [iter 155 / 176], [train main loss -1.830473], [lr 0.005600] [batchtime 0.424]
[epoch 77], [iter 156 / 176], [train main loss -1.844977], [lr 0.005600] [batchtime 0.424]
[epoch 77], [iter 157 / 176], [train main loss -1.869817], [lr 0.005600] [batchtime 0.423]
[epoch 77], [iter 158 / 176], [train main loss -1.871989], [lr 0.005600] [batchtime 0.423]
[epoch 77], [iter 159 / 176], [train main loss -1.871808], [lr 0.005600] [batchtime 0.423]
[epoch 77], [iter 160 / 176], [train main loss -1.867550], [lr 0.005600] [batchtime 0.423]
[epoch 77], [iter 161 / 176], [train main loss -1.861478], [lr 0.005600] [batchtime 0.423]
[epoch 77], [iter 162 / 176], [train main loss -1.854289], [lr 0.005600] [batchtime 0.422]
[epoch 77], [iter 163 / 176], [train main loss -1.863357], [lr 0.005600] [batchtime 0.422]
[epoch 77], [iter 164 / 176], [train main loss -1.856764], [lr 0.005600] [batchtime 0.422]
[epoch 77], [iter 165 / 176], [train main loss -1.857530], [lr 0.005600] [batchtime 0.422]
[epoch 77], [iter 166 / 176], [train main loss -1.864520], [lr 0.005600] [batchtime 0.422]
[epoch 77], [iter 167 / 176], [train main loss -1.842711], [lr 0.005600] [batchtime 0.421]
[epoch 77], [iter 168 / 176], [train main loss -1.849400], [lr 0.005600] [batchtime 0.421]
[epoch 77], [iter 169 / 176], [train main loss -1.857961], [lr 0.005600] [batchtime 0.421]
[epoch 77], [iter 170 / 176], [train main loss -1.850014], [lr 0.005600] [batchtime 0.421]
[epoch 77], [iter 171 / 176], [train main loss -1.852783], [lr 0.005600] [batchtime 0.42]
[epoch 77], [iter 172 / 176], [train main loss -1.854201], [lr 0.005600] [batchtime 0.42]
[epoch 77], [iter 173 / 176], [train main loss -1.837706], [lr 0.005600] [batchtime 0.422]
[epoch 77], [iter 174 / 176], [train main loss -1.846279], [lr 0.005600] [batchtime 0.422]
[epoch 77], [iter 175 / 176], [train main loss -1.861435], [lr 0.005600] [batchtime 0.424]
[epoch 77], [iter 176 / 176], [train main loss -1.865465], [lr 0.005600] [batchtime 0.424]
validating[Iter: 1 / 81]
validating[Iter: 21 / 81]
validating[Iter: 41 / 81]
validating[Iter: 61 / 81]
validating[Iter: 81 / 81]
IoU:
  Id  label            iU_1.0     TP     FP    FN    Precision    Recall
----  -------------  --------  -----  -----  ----  -----------  --------
   0  road              94.25  35.44   0.03  0.04         0.97      0.97
   1  sidewalk          67.51   5.32   0.24  0.24         0.81      0.80
   2  building          85.08  25.15   0.06  0.12         0.95      0.89
   3  wall              16.61   0.14   3.16  1.86         0.24      0.35
   4  fence             17.54   0.25   4.05  0.65         0.20      0.61
   5  pole              33.89   0.46   1.47  0.48         0.40      0.68
   6  traffic light      5.34   0.01  17.28  0.45         0.05      0.69
   7  traffic sign      11.34   0.06   7.62  0.20         0.12      0.83
   8  vegetation        82.67  11.55   0.07  0.14         0.93      0.88
   9  terrain           37.09   0.35   1.10  0.60         0.48      0.63
  10  sky               93.08   3.73   0.04  0.03         0.96      0.97
  11  person            48.09   0.96   0.60  0.48         0.62      0.68
  12  rider              4.77   0.00  18.62  1.37         0.05      0.42
  13  car               84.75   6.58   0.08  0.10         0.93      0.91
  14  truck              1.13   0.00  86.68  0.76         0.01      0.57
  15  bus               13.79   0.03   2.02  4.23         0.33      0.19
  16  train             40.78   0.09   0.97  0.49         0.51      0.67
  17  motorcycle         1.19   0.00  82.36  0.97         0.01      0.51
  18  bicycle           34.23   0.21   0.86  1.06         0.54      0.49
Mean: 40.69
-----------------------------------------------------------------------------------------------------------
this : [epoch 77], [val loss 0.35075], [acc 0.90336], [acc_cls 0.47999], [mean_iu 0.40691], [fwavacc 0.83170]
best : [epoch 76], [val loss 0.34459], [acc 0.90032], [acc_cls 0.49810], [mean_iu 0.40951], [fwavacc 0.82929]
-----------------------------------------------------------------------------------------------------------
Class Uniform Percentage: 0.5
Class Uniform items per Epoch: 2820
cls 0 len 5541
cls 1 len 4897
cls 2 len 5357
cls 3 len 1268
cls 4 len 1537
cls 5 len 5398
cls 6 len 2703
cls 7 len 4610
cls 8 len 5185
cls 9 len 2407
cls 10 len 4436
cls 11 len 3530
cls 12 len 1329
cls 13 len 4864
cls 14 len 415
cls 15 len 398
cls 16 len 183
cls 17 len 551
cls 18 len 2272
[epoch 78], [iter 1 / 176], [train main loss -3.645384], [lr 0.005543] [batchtime 0]
[epoch 78], [iter 2 / 176], [train main loss -1.802846], [lr 0.005543] [batchtime 0]
[epoch 78], [iter 3 / 176], [train main loss -1.164098], [lr 0.005543] [batchtime 0]
[epoch 78], [iter 4 / 176], [train main loss -1.349091], [lr 0.005543] [batchtime 0]
[epoch 78], [iter 5 / 176], [train main loss -1.570914], [lr 0.005543] [batchtime 0]
[epoch 78], [iter 6 / 176], [train main loss -1.610992], [lr 0.005543] [batchtime 0]
[epoch 78], [iter 7 / 176], [train main loss -1.728072], [lr 0.005543] [batchtime 0]
[epoch 78], [iter 8 / 176], [train main loss -1.796484], [lr 0.005543] [batchtime 0]
[epoch 78], [iter 9 / 176], [train main loss -1.674074], [lr 0.005543] [batchtime 0]
[epoch 78], [iter 10 / 176], [train main loss -1.601940], [lr 0.005543] [batchtime 0]
[epoch 78], [iter 11 / 176], [train main loss -1.640109], [lr 0.005543] [batchtime 0.374]
[epoch 78], [iter 12 / 176], [train main loss -1.998923], [lr 0.005543] [batchtime 0.387]
[epoch 78], [iter 13 / 176], [train main loss -1.984796], [lr 0.005543] [batchtime 0.393]
[epoch 78], [iter 14 / 176], [train main loss -1.855451], [lr 0.005543] [batchtime 0.396]
[epoch 78], [iter 15 / 176], [train main loss -1.987915], [lr 0.005543] [batchtime 0.397]
[epoch 78], [iter 16 / 176], [train main loss -1.842335], [lr 0.005543] [batchtime 0.396]
[epoch 78], [iter 17 / 176], [train main loss -1.727743], [lr 0.005543] [batchtime 0.397]
[epoch 78], [iter 18 / 176], [train main loss -1.666661], [lr 0.005543] [batchtime 0.397]
[epoch 78], [iter 19 / 176], [train main loss -1.769926], [lr 0.005543] [batchtime 0.397]
[epoch 78], [iter 20 / 176], [train main loss -1.788494], [lr 0.005543] [batchtime 0.396]
[epoch 78], [iter 21 / 176], [train main loss -1.857521], [lr 0.005543] [batchtime 0.396]
[epoch 78], [iter 22 / 176], [train main loss -2.098152], [lr 0.005543] [batchtime 0.396]
[epoch 78], [iter 23 / 176], [train main loss -1.987862], [lr 0.005543] [batchtime 0.396]
[epoch 78], [iter 24 / 176], [train main loss -2.007010], [lr 0.005543] [batchtime 0.396]
[epoch 78], [iter 25 / 176], [train main loss -2.099830], [lr 0.005543] [batchtime 0.396]
[epoch 78], [iter 26 / 176], [train main loss -2.154345], [lr 0.005543] [batchtime 0.396]
[epoch 78], [iter 27 / 176], [train main loss -2.194592], [lr 0.005543] [batchtime 0.396]
[epoch 78], [iter 28 / 176], [train main loss -2.208499], [lr 0.005543] [batchtime 0.396]
[epoch 78], [iter 29 / 176], [train main loss -2.216770], [lr 0.005543] [batchtime 0.397]
[epoch 78], [iter 30 / 176], [train main loss -2.108391], [lr 0.005543] [batchtime 0.404]
[epoch 78], [iter 31 / 176], [train main loss -2.113934], [lr 0.005543] [batchtime 0.414]
[epoch 78], [iter 32 / 176], [train main loss -2.153568], [lr 0.005543] [batchtime 0.616]
[epoch 78], [iter 33 / 176], [train main loss -2.217526], [lr 0.005543] [batchtime 0.605]
[epoch 78], [iter 34 / 176], [train main loss -2.227643], [lr 0.005543] [batchtime 0.596]
[epoch 78], [iter 35 / 176], [train main loss -2.198051], [lr 0.005543] [batchtime 0.589]
[epoch 78], [iter 36 / 176], [train main loss -2.166931], [lr 0.005543] [batchtime 0.581]
[epoch 78], [iter 37 / 176], [train main loss -2.198412], [lr 0.005543] [batchtime 0.574]
[epoch 78], [iter 38 / 176], [train main loss -2.228439], [lr 0.005543] [batchtime 0.568]
[epoch 78], [iter 39 / 176], [train main loss -2.327492], [lr 0.005543] [batchtime 0.562]
[epoch 78], [iter 40 / 176], [train main loss -2.311290], [lr 0.005543] [batchtime 0.556]
[epoch 78], [iter 41 / 176], [train main loss -2.228100], [lr 0.005543] [batchtime 0.551]
[epoch 78], [iter 42 / 176], [train main loss -2.266923], [lr 0.005543] [batchtime 0.546]
[epoch 78], [iter 43 / 176], [train main loss -2.293774], [lr 0.005543] [batchtime 0.542]
[epoch 78], [iter 44 / 176], [train main loss -2.291997], [lr 0.005543] [batchtime 0.538]
[epoch 78], [iter 45 / 176], [train main loss -2.261583], [lr 0.005543] [batchtime 0.534]
[epoch 78], [iter 46 / 176], [train main loss -2.327574], [lr 0.005543] [batchtime 0.533]
[epoch 78], [iter 47 / 176], [train main loss -2.346608], [lr 0.005543] [batchtime 0.53]
[epoch 78], [iter 48 / 176], [train main loss -2.379666], [lr 0.005543] [batchtime 0.526]
[epoch 78], [iter 49 / 176], [train main loss -2.426324], [lr 0.005543] [batchtime 0.523]
[epoch 78], [iter 50 / 176], [train main loss -2.407770], [lr 0.005543] [batchtime 0.52]
[epoch 78], [iter 51 / 176], [train main loss -2.442717], [lr 0.005543] [batchtime 0.517]
[epoch 78], [iter 52 / 176], [train main loss -2.424932], [lr 0.005543] [batchtime 0.514]
[epoch 78], [iter 53 / 176], [train main loss -2.407102], [lr 0.005543] [batchtime 0.511]
[epoch 78], [iter 54 / 176], [train main loss -2.363597], [lr 0.005543] [batchtime 0.508]
[epoch 78], [iter 55 / 176], [train main loss -2.345909], [lr 0.005543] [batchtime 0.506]
[epoch 78], [iter 56 / 176], [train main loss -2.339279], [lr 0.005543] [batchtime 0.504]
[epoch 78], [iter 57 / 176], [train main loss -2.337614], [lr 0.005543] [batchtime 0.502]
[epoch 78], [iter 58 / 176], [train main loss -2.318390], [lr 0.005543] [batchtime 0.5]
[epoch 78], [iter 59 / 176], [train main loss -2.329423], [lr 0.005543] [batchtime 0.498]
[epoch 78], [iter 60 / 176], [train main loss -2.343144], [lr 0.005543] [batchtime 0.496]
[epoch 78], [iter 61 / 176], [train main loss -2.294253], [lr 0.005543] [batchtime 0.494]
[epoch 78], [iter 62 / 176], [train main loss -2.280623], [lr 0.005543] [batchtime 0.492]
[epoch 78], [iter 63 / 176], [train main loss -2.282883], [lr 0.005543] [batchtime 0.491]
[epoch 78], [iter 64 / 176], [train main loss -2.254061], [lr 0.005543] [batchtime 0.489]
[epoch 78], [iter 65 / 176], [train main loss -2.230863], [lr 0.005543] [batchtime 0.487]
[epoch 78], [iter 66 / 176], [train main loss -2.211265], [lr 0.005543] [batchtime 0.486]
[epoch 78], [iter 67 / 176], [train main loss -2.259260], [lr 0.005543] [batchtime 0.484]
[epoch 78], [iter 68 / 176], [train main loss -2.226401], [lr 0.005543] [batchtime 0.483]
[epoch 78], [iter 69 / 176], [train main loss -2.255966], [lr 0.005543] [batchtime 0.481]
[epoch 78], [iter 70 / 176], [train main loss -2.259134], [lr 0.005543] [batchtime 0.486]
[epoch 78], [iter 71 / 176], [train main loss -2.259641], [lr 0.005543] [batchtime 0.485]
[epoch 78], [iter 72 / 176], [train main loss -2.255697], [lr 0.005543] [batchtime 0.483]
[epoch 78], [iter 73 / 176], [train main loss -2.258975], [lr 0.005543] [batchtime 0.482]
[epoch 78], [iter 74 / 176], [train main loss -2.267859], [lr 0.005543] [batchtime 0.481]
[epoch 78], [iter 75 / 176], [train main loss -2.270594], [lr 0.005543] [batchtime 0.479]
[epoch 78], [iter 76 / 176], [train main loss -2.323744], [lr 0.005543] [batchtime 0.478]
[epoch 78], [iter 77 / 176], [train main loss -2.320260], [lr 0.005543] [batchtime 0.477]
[epoch 78], [iter 78 / 176], [train main loss -2.292864], [lr 0.005543] [batchtime 0.475]
[epoch 78], [iter 79 / 176], [train main loss -2.287481], [lr 0.005543] [batchtime 0.474]
[epoch 78], [iter 80 / 176], [train main loss -2.254544], [lr 0.005543] [batchtime 0.473]
[epoch 78], [iter 81 / 176], [train main loss -2.246264], [lr 0.005543] [batchtime 0.472]
[epoch 78], [iter 82 / 176], [train main loss -2.209886], [lr 0.005543] [batchtime 0.471]
[epoch 78], [iter 83 / 176], [train main loss -2.198290], [lr 0.005543] [batchtime 0.47]
[epoch 78], [iter 84 / 176], [train main loss -2.205824], [lr 0.005543] [batchtime 0.469]
[epoch 78], [iter 85 / 176], [train main loss -2.227100], [lr 0.005543] [batchtime 0.468]
[epoch 78], [iter 86 / 176], [train main loss -2.207130], [lr 0.005543] [batchtime 0.467]
[epoch 78], [iter 87 / 176], [train main loss -2.208602], [lr 0.005543] [batchtime 0.466]
[epoch 78], [iter 88 / 176], [train main loss -2.198225], [lr 0.005543] [batchtime 0.465]
[epoch 78], [iter 89 / 176], [train main loss -2.215914], [lr 0.005543] [batchtime 0.464]
[epoch 78], [iter 90 / 176], [train main loss -2.226358], [lr 0.005543] [batchtime 0.464]
[epoch 78], [iter 91 / 176], [train main loss -2.215910], [lr 0.005543] [batchtime 0.463]
[epoch 78], [iter 92 / 176], [train main loss -2.232353], [lr 0.005543] [batchtime 0.462]
[epoch 78], [iter 93 / 176], [train main loss -2.219730], [lr 0.005543] [batchtime 0.461]
[epoch 78], [iter 94 / 176], [train main loss -2.194181], [lr 0.005543] [batchtime 0.461]
[epoch 78], [iter 95 / 176], [train main loss -2.177434], [lr 0.005543] [batchtime 0.461]
[epoch 78], [iter 96 / 176], [train main loss -2.174108], [lr 0.005543] [batchtime 0.461]
[epoch 78], [iter 97 / 176], [train main loss -2.183094], [lr 0.005543] [batchtime 0.46]
[epoch 78], [iter 98 / 176], [train main loss -2.176959], [lr 0.005543] [batchtime 0.459]
[epoch 78], [iter 99 / 176], [train main loss -2.159374], [lr 0.005543] [batchtime 0.458]
[epoch 78], [iter 100 / 176], [train main loss -2.175575], [lr 0.005543] [batchtime 0.458]
[epoch 78], [iter 101 / 176], [train main loss -2.165815], [lr 0.005543] [batchtime 0.457]
[epoch 78], [iter 102 / 176], [train main loss -2.174761], [lr 0.005543] [batchtime 0.456]
[epoch 78], [iter 103 / 176], [train main loss -2.156591], [lr 0.005543] [batchtime 0.455]
[epoch 78], [iter 104 / 176], [train main loss -2.163492], [lr 0.005543] [batchtime 0.455]
[epoch 78], [iter 105 / 176], [train main loss -2.159243], [lr 0.005543] [batchtime 0.454]
[epoch 78], [iter 106 / 176], [train main loss -2.121427], [lr 0.005543] [batchtime 0.454]
[epoch 78], [iter 107 / 176], [train main loss -2.112721], [lr 0.005543] [batchtime 0.453]
[epoch 78], [iter 108 / 176], [train main loss -2.095492], [lr 0.005543] [batchtime 0.452]
[epoch 78], [iter 109 / 176], [train main loss -2.071305], [lr 0.005543] [batchtime 0.452]
[epoch 78], [iter 110 / 176], [train main loss -2.060666], [lr 0.005543] [batchtime 0.451]
[epoch 78], [iter 111 / 176], [train main loss -2.100960], [lr 0.005543] [batchtime 0.451]
[epoch 78], [iter 112 / 176], [train main loss -2.112076], [lr 0.005543] [batchtime 0.45]
[epoch 78], [iter 113 / 176], [train main loss -2.098074], [lr 0.005543] [batchtime 0.449]
[epoch 78], [iter 114 / 176], [train main loss -2.099694], [lr 0.005543] [batchtime 0.452]
[epoch 78], [iter 115 / 176], [train main loss -2.113276], [lr 0.005543] [batchtime 0.452]
[epoch 78], [iter 116 / 176], [train main loss -2.110274], [lr 0.005543] [batchtime 0.451]
[epoch 78], [iter 117 / 176], [train main loss -2.116738], [lr 0.005543] [batchtime 0.451]
[epoch 78], [iter 118 / 176], [train main loss -2.101417], [lr 0.005543] [batchtime 0.451]
[epoch 78], [iter 119 / 176], [train main loss -2.115685], [lr 0.005543] [batchtime 0.453]
[epoch 78], [iter 120 / 176], [train main loss -2.107480], [lr 0.005543] [batchtime 0.453]
[epoch 78], [iter 121 / 176], [train main loss -2.098565], [lr 0.005543] [batchtime 0.452]
[epoch 78], [iter 122 / 176], [train main loss -2.090662], [lr 0.005543] [batchtime 0.452]
[epoch 78], [iter 123 / 176], [train main loss -2.079060], [lr 0.005543] [batchtime 0.451]
[epoch 78], [iter 124 / 176], [train main loss -2.078440], [lr 0.005543] [batchtime 0.451]
[epoch 78], [iter 125 / 176], [train main loss -2.090640], [lr 0.005543] [batchtime 0.45]
[epoch 78], [iter 126 / 176], [train main loss -2.092816], [lr 0.005543] [batchtime 0.449]
[epoch 78], [iter 127 / 176], [train main loss -2.112326], [lr 0.005543] [batchtime 0.449]
[epoch 78], [iter 128 / 176], [train main loss -2.111612], [lr 0.005543] [batchtime 0.448]
[epoch 78], [iter 129 / 176], [train main loss -2.105942], [lr 0.005543] [batchtime 0.448]
[epoch 78], [iter 130 / 176], [train main loss -2.117750], [lr 0.005543] [batchtime 0.448]
[epoch 78], [iter 131 / 176], [train main loss -2.149806], [lr 0.005543] [batchtime 0.447]
[epoch 78], [iter 132 / 176], [train main loss -2.139680], [lr 0.005543] [batchtime 0.447]
[epoch 78], [iter 133 / 176], [train main loss -2.126068], [lr 0.005543] [batchtime 0.447]
[epoch 78], [iter 134 / 176], [train main loss -2.118720], [lr 0.005543] [batchtime 0.446]
[epoch 78], [iter 135 / 176], [train main loss -2.112736], [lr 0.005543] [batchtime 0.446]
[epoch 78], [iter 136 / 176], [train main loss -2.111680], [lr 0.005543] [batchtime 0.446]
[epoch 78], [iter 137 / 176], [train main loss -2.104424], [lr 0.005543] [batchtime 0.445]
[epoch 78], [iter 138 / 176], [train main loss -2.112674], [lr 0.005543] [batchtime 0.445]
[epoch 78], [iter 139 / 176], [train main loss -2.113463], [lr 0.005543] [batchtime 0.444]
[epoch 78], [iter 140 / 176], [train main loss -2.094487], [lr 0.005543] [batchtime 0.444]
[epoch 78], [iter 141 / 176], [train main loss -2.089501], [lr 0.005543] [batchtime 0.448]
[epoch 78], [iter 142 / 176], [train main loss -2.094228], [lr 0.005543] [batchtime 0.448]
[epoch 78], [iter 143 / 176], [train main loss -2.098562], [lr 0.005543] [batchtime 0.447]
[epoch 78], [iter 144 / 176], [train main loss -2.086415], [lr 0.005543] [batchtime 0.447]
[epoch 78], [iter 145 / 176], [train main loss -2.091167], [lr 0.005543] [batchtime 0.447]
[epoch 78], [iter 146 / 176], [train main loss -2.095320], [lr 0.005543] [batchtime 0.446]
[epoch 78], [iter 147 / 176], [train main loss -2.091658], [lr 0.005543] [batchtime 0.446]
[epoch 78], [iter 148 / 176], [train main loss -2.128621], [lr 0.005543] [batchtime 0.445]
[epoch 78], [iter 149 / 176], [train main loss -2.116435], [lr 0.005543] [batchtime 0.445]
[epoch 78], [iter 150 / 176], [train main loss -2.118682], [lr 0.005543] [batchtime 0.445]
[epoch 78], [iter 151 / 176], [train main loss -2.121005], [lr 0.005543] [batchtime 0.444]
[epoch 78], [iter 152 / 176], [train main loss -2.139409], [lr 0.005543] [batchtime 0.444]
[epoch 78], [iter 153 / 176], [train main loss -2.156668], [lr 0.005543] [batchtime 0.444]
[epoch 78], [iter 154 / 176], [train main loss -2.151113], [lr 0.005543] [batchtime 0.443]
[epoch 78], [iter 155 / 176], [train main loss -2.162310], [lr 0.005543] [batchtime 0.443]
[epoch 78], [iter 156 / 176], [train main loss -2.150990], [lr 0.005543] [batchtime 0.443]
[epoch 78], [iter 157 / 176], [train main loss -2.146554], [lr 0.005543] [batchtime 0.442]
[epoch 78], [iter 158 / 176], [train main loss -2.149165], [lr 0.005543] [batchtime 0.442]
[epoch 78], [iter 159 / 176], [train main loss -2.154117], [lr 0.005543] [batchtime 0.441]
[epoch 78], [iter 160 / 176], [train main loss -2.151429], [lr 0.005543] [batchtime 0.441]
[epoch 78], [iter 161 / 176], [train main loss -2.165626], [lr 0.005543] [batchtime 0.441]
[epoch 78], [iter 162 / 176], [train main loss -2.150501], [lr 0.005543] [batchtime 0.441]
[epoch 78], [iter 163 / 176], [train main loss -2.141128], [lr 0.005543] [batchtime 0.44]
[epoch 78], [iter 164 / 176], [train main loss -2.136485], [lr 0.005543] [batchtime 0.44]
[epoch 78], [iter 165 / 176], [train main loss -2.154800], [lr 0.005543] [batchtime 0.44]
[epoch 78], [iter 166 / 176], [train main loss -2.153090], [lr 0.005543] [batchtime 0.44]
[epoch 78], [iter 167 / 176], [train main loss -2.150978], [lr 0.005543] [batchtime 0.442]
[epoch 78], [iter 168 / 176], [train main loss -2.164143], [lr 0.005543] [batchtime 0.442]
[epoch 78], [iter 169 / 176], [train main loss -2.173987], [lr 0.005543] [batchtime 0.441]
[epoch 78], [iter 170 / 176], [train main loss -2.157044], [lr 0.005543] [batchtime 0.441]
[epoch 78], [iter 171 / 176], [train main loss -2.152069], [lr 0.005543] [batchtime 0.441]
[epoch 78], [iter 172 / 176], [train main loss -2.146099], [lr 0.005543] [batchtime 0.441]
[epoch 78], [iter 173 / 176], [train main loss -2.129716], [lr 0.005543] [batchtime 0.44]
[epoch 78], [iter 174 / 176], [train main loss -2.127549], [lr 0.005543] [batchtime 0.44]
[epoch 78], [iter 175 / 176], [train main loss -2.125615], [lr 0.005543] [batchtime 0.439]
[epoch 78], [iter 176 / 176], [train main loss -2.122850], [lr 0.005543] [batchtime 0.439]
validating[Iter: 1 / 81]
validating[Iter: 21 / 81]
validating[Iter: 41 / 81]
validating[Iter: 61 / 81]
validating[Iter: 81 / 81]
IoU:
  Id  label            iU_1.0     TP      FP    FN    Precision    Recall
----  -------------  --------  -----  ------  ----  -----------  --------
   0  road              92.45  34.47    0.05  0.03         0.95      0.97
   1  sidewalk          63.25   5.63    0.17  0.41         0.85      0.71
   2  building          84.66  24.67    0.08  0.10         0.93      0.91
   3  wall              15.60   0.12    3.84  1.58         0.21      0.39
   4  fence             17.89   0.25    4.02  0.57         0.20      0.64
   5  pole              35.44   0.52    1.18  0.64         0.46      0.61
   6  traffic light     10.79   0.02    7.68  0.59         0.12      0.63
   7  traffic sign      14.12   0.08    5.85  0.23         0.15      0.81
   8  vegetation        81.56  11.67    0.06  0.17         0.94      0.86
   9  terrain           35.98   0.31    1.35  0.43         0.43      0.70
  10  sky               92.03   3.77    0.03  0.06         0.97      0.94
  11  person            48.00   0.95    0.62  0.47         0.62      0.68
  12  rider              4.04   0.00   22.30  1.42         0.04      0.41
  13  car               84.19   6.67    0.06  0.13         0.94      0.89
  14  truck              0.40   0.00  249.68  0.15         0.00      0.87
  15  bus               13.92   0.03    1.77  4.41         0.36      0.18
  16  train             20.02   0.04    3.55  0.45         0.22      0.69
  17  motorcycle         1.03   0.00   95.24  0.79         0.01      0.56
  18  bicycle           33.59   0.23    0.66  1.32         0.60      0.43
Mean: 39.42
-----------------------------------------------------------------------------------------------------------
this : [epoch 78], [val loss 0.34717], [acc 0.89446], [acc_cls 0.47366], [mean_iu 0.39419], [fwavacc 0.81893]
best : [epoch 76], [val loss 0.34459], [acc 0.90032], [acc_cls 0.49810], [mean_iu 0.40951], [fwavacc 0.82929]
-----------------------------------------------------------------------------------------------------------
Class Uniform Percentage: 0.5
Class Uniform items per Epoch: 2820
cls 0 len 5541
cls 1 len 4897
cls 2 len 5357
cls 3 len 1268
cls 4 len 1537
cls 5 len 5398
cls 6 len 2703
cls 7 len 4610
cls 8 len 5185
cls 9 len 2407
cls 10 len 4436
cls 11 len 3530
cls 12 len 1329
cls 13 len 4864
cls 14 len 415
cls 15 len 398
cls 16 len 183
cls 17 len 551
cls 18 len 2272
[epoch 79], [iter 1 / 176], [train main loss -0.952881], [lr 0.005486] [batchtime 0]
[epoch 79], [iter 2 / 176], [train main loss -3.058545], [lr 0.005486] [batchtime 0]
[epoch 79], [iter 3 / 176], [train main loss -3.125869], [lr 0.005486] [batchtime 0]
[epoch 79], [iter 4 / 176], [train main loss -2.812722], [lr 0.005486] [batchtime 0]
[epoch 79], [iter 5 / 176], [train main loss -2.595878], [lr 0.005486] [batchtime 0]
[epoch 79], [iter 6 / 176], [train main loss -2.416776], [lr 0.005486] [batchtime 0]
[epoch 79], [iter 7 / 176], [train main loss -2.840154], [lr 0.005486] [batchtime 0]
[epoch 79], [iter 8 / 176], [train main loss -2.842126], [lr 0.005486] [batchtime 0]
[epoch 79], [iter 9 / 176], [train main loss -2.634637], [lr 0.005486] [batchtime 0]
[epoch 79], [iter 10 / 176], [train main loss -2.779169], [lr 0.005486] [batchtime 0]
[epoch 79], [iter 11 / 176], [train main loss -2.779370], [lr 0.005486] [batchtime 0.366]
[epoch 79], [iter 12 / 176], [train main loss -2.744366], [lr 0.005486] [batchtime 0.382]
[epoch 79], [iter 13 / 176], [train main loss -2.712807], [lr 0.005486] [batchtime 0.39]
[epoch 79], [iter 14 / 176], [train main loss -2.525444], [lr 0.005486] [batchtime 0.395]
[epoch 79], [iter 15 / 176], [train main loss -2.457653], [lr 0.005486] [batchtime 0.395]
[epoch 79], [iter 16 / 176], [train main loss -2.399140], [lr 0.005486] [batchtime 0.395]
[epoch 79], [iter 17 / 176], [train main loss -2.394013], [lr 0.005486] [batchtime 0.395]
[epoch 79], [iter 18 / 176], [train main loss -2.420742], [lr 0.005486] [batchtime 0.396]
[epoch 79], [iter 19 / 176], [train main loss -2.247009], [lr 0.005486] [batchtime 0.397]
[epoch 79], [iter 20 / 176], [train main loss -2.095180], [lr 0.005486] [batchtime 0.397]
[epoch 79], [iter 21 / 176], [train main loss -2.089662], [lr 0.005486] [batchtime 0.397]
[epoch 79], [iter 22 / 176], [train main loss -2.067239], [lr 0.005486] [batchtime 0.397]
[epoch 79], [iter 23 / 176], [train main loss -2.127273], [lr 0.005486] [batchtime 0.397]
[epoch 79], [iter 24 / 176], [train main loss -2.160856], [lr 0.005486] [batchtime 0.396]
[epoch 79], [iter 25 / 176], [train main loss -2.104040], [lr 0.005486] [batchtime 0.396]
[epoch 79], [iter 26 / 176], [train main loss -2.076984], [lr 0.005486] [batchtime 0.396]
[epoch 79], [iter 27 / 176], [train main loss -2.125908], [lr 0.005486] [batchtime 0.411]
[epoch 79], [iter 28 / 176], [train main loss -2.232806], [lr 0.005486] [batchtime 0.419]
[epoch 79], [iter 29 / 176], [train main loss -2.215031], [lr 0.005486] [batchtime 0.417]
